frame	global_ped_id	x	y	avg_group_size
16420.0	1_371.0	-0.72	3.34	1.9701492537313432
16430.0	1_371.0	-0.67	3.29	1.9701492537313432
16440.0	1_371.0	-0.61	3.24	1.9701492537313432
16450.0	1_371.0	-0.6	3.24	1.9701492537313432
16460.0	1_371.0	-0.6	3.24	1.9701492537313432
16470.0	1_371.0	-0.6	3.24	1.9701492537313432
16480.0	1_371.0	-0.6	3.24	1.9701492537313432
16490.0	1_371.0	-0.67	3.27	1.9701492537313432
16500.0	1_371.0	-0.61	3.24	1.9701492537313432
16510.0	1_371.0	-0.6	3.24	1.9701492537313432
16520.0	1_371.0	-0.6	3.24	1.9701492537313432
16530.0	1_371.0	-0.6	3.24	1.9701492537313432
16540.0	1_371.0	-0.6	3.24	1.9701492537313432
16550.0	1_371.0	-0.6	3.24	1.9701492537313432
16560.0	1_371.0	-0.6	3.24	1.9701492537313432
16570.0	1_371.0	-0.6	3.24	1.9701492537313432
16580.0	1_371.0	-0.6	3.24	1.9701492537313432
16590.0	1_371.0	-0.6	3.24	1.9701492537313432
16600.0	1_371.0	-0.6	3.24	1.9701492537313432
16610.0	1_371.0	-0.67	3.28	1.9701492537313432
16620.0	1_371.0	-0.61	3.24	1.9701492537313432
16630.0	1_371.0	-0.6	3.24	1.9701492537313432
16640.0	1_371.0	-0.6	3.24	1.9701492537313432
16650.0	1_371.0	-0.6	3.24	1.9701492537313432
16660.0	1_371.0	-0.6	3.24	1.9701492537313432
16670.0	1_371.0	-0.6	3.24	1.9701492537313432
16680.0	1_371.0	-0.6	3.24	1.9701492537313432
16690.0	1_371.0	-0.6	3.24	1.9701492537313432
16700.0	1_371.0	-0.6	3.24	1.9701492537313432
16710.0	1_371.0	-0.6	3.24	1.9701492537313432
16720.0	1_371.0	-0.6	3.24	1.9701492537313432
16730.0	1_371.0	-0.6	3.24	1.9701492537313432
16740.0	1_371.0	-0.6	3.24	1.9701492537313432
16750.0	1_371.0	-0.6	3.24	1.9701492537313432
16760.0	1_371.0	-0.67	3.32	1.9701492537313432
16770.0	1_371.0	-0.76	3.42	1.9701492537313432
16780.0	1_371.0	-0.89	3.45	1.9701492537313432
16140.0	1_372.0	2.03	2.2	1.9444444444444444
16150.0	1_372.0	1.94	1.64	1.9444444444444444
16160.0	1_372.0	1.98	0.86	1.9444444444444444
16170.0	1_372.0	1.87	0.27	1.9444444444444444
16180.0	1_372.0	1.83	-0.36	1.9444444444444444
16190.0	1_372.0	1.76	-0.97	1.9444444444444444
16200.0	1_372.0	1.77	-1.59	1.9444444444444444
16210.0	1_372.0	1.73	-2.18	1.9444444444444444
16220.0	1_372.0	1.72	-2.85	1.9444444444444444
16230.0	1_372.0	1.75	-3.57	1.9444444444444444
16240.0	1_372.0	1.71	-4.26	1.9444444444444444
16250.0	1_372.0	1.73	-4.94	1.9444444444444444
16260.0	1_372.0	1.72	-5.64	1.9444444444444444
16270.0	1_372.0	1.67	-6.32	1.9444444444444444
16280.0	1_372.0	1.69	-7.02	1.9444444444444444
16290.0	1_372.0	1.66	-7.72	1.9444444444444444
16300.0	1_372.0	1.64	-8.48	1.9444444444444444
16310.0	1_372.0	1.6	-9.13	1.9444444444444444
16140.0	1_373.0	2.58	2.43	1.8888888888888888
16150.0	1_373.0	2.45	1.8	1.8888888888888888
16160.0	1_373.0	2.54	1.15	1.8888888888888888
16170.0	1_373.0	2.53	0.52	1.8888888888888888
16180.0	1_373.0	2.6	-0.17	1.8888888888888888
16190.0	1_373.0	2.57	-0.84	1.8888888888888888
16200.0	1_373.0	2.53	-1.54	1.8888888888888888
16210.0	1_373.0	2.46	-2.26	1.8888888888888888
16220.0	1_373.0	2.4	-3.02	1.8888888888888888
16230.0	1_373.0	2.46	-3.72	1.8888888888888888
16240.0	1_373.0	2.5	-4.4	1.8888888888888888
16250.0	1_373.0	2.52	-5.1	1.8888888888888888
16260.0	1_373.0	2.53	-5.79	1.8888888888888888
16270.0	1_373.0	2.47	-6.48	1.8888888888888888
16280.0	1_373.0	2.41	-7.19	1.8888888888888888
16290.0	1_373.0	2.37	-7.89	1.8888888888888888
16300.0	1_373.0	2.44	-8.73	1.8888888888888888
16310.0	1_373.0	2.42	-9.43	1.8888888888888888
16150.0	1_374.0	0.78	1.89	1.0
16160.0	1_374.0	0.85	1.06	1.0
16170.0	1_374.0	0.9	0.2	1.0
16180.0	1_374.0	0.84	-0.69	1.0
16190.0	1_374.0	0.72	-1.51	1.0
16200.0	1_374.0	0.68	-2.35	1.0
16210.0	1_374.0	0.68	-3.12	1.0
16220.0	1_374.0	0.72	-3.96	1.0
16230.0	1_374.0	0.57	-4.91	1.0
16240.0	1_374.0	0.83	-5.55	1.0
16250.0	1_374.0	1.05	-6.47	1.0
16260.0	1_374.0	1.13	-7.26	1.0
16270.0	1_374.0	1.28	-7.96	1.0
16280.0	1_374.0	1.5	-8.71	1.0
16160.0	1_375.0	1.12	2.68	1.9130434782608696
16170.0	1_375.0	1.11	2.22	1.9130434782608696
16180.0	1_375.0	1.14	1.78	1.9130434782608696
16190.0	1_375.0	1.16	1.35	1.9130434782608696
16200.0	1_375.0	1.15	0.86	1.9130434782608696
16210.0	1_375.0	1.26	0.33	1.9130434782608696
16220.0	1_375.0	1.27	-0.19	1.9130434782608696
16230.0	1_375.0	1.23	-0.76	1.9130434782608696
16240.0	1_375.0	1.24	-1.21	1.9130434782608696
16250.0	1_375.0	1.26	-1.82	1.9130434782608696
16260.0	1_375.0	1.18	-2.34	1.9130434782608696
16270.0	1_375.0	1.18	-2.88	1.9130434782608696
16280.0	1_375.0	1.25	-3.46	1.9130434782608696
16290.0	1_375.0	1.18	-4.06	1.9130434782608696
16300.0	1_375.0	1.16	-4.62	1.9130434782608696
16310.0	1_375.0	1.23	-5.19	1.9130434782608696
16320.0	1_375.0	1.34	-5.64	1.9130434782608696
16330.0	1_375.0	1.37	-6.19	1.9130434782608696
16340.0	1_375.0	1.34	-6.77	1.9130434782608696
16350.0	1_375.0	1.3	-7.29	1.9130434782608696
16360.0	1_375.0	1.29	-8.0	1.9130434782608696
16370.0	1_375.0	1.28	-8.57	1.9130434782608696
16380.0	1_375.0	1.45	-9.06	1.9130434782608696
16160.0	1_376.0	1.84	2.87	2.8260869565217392
16170.0	1_376.0	1.83	2.4	2.8260869565217392
16180.0	1_376.0	1.87	1.93	2.8260869565217392
16190.0	1_376.0	1.89	1.49	2.8260869565217392
16200.0	1_376.0	1.88	1.01	2.8260869565217392
16210.0	1_376.0	1.91	0.53	2.8260869565217392
16220.0	1_376.0	1.9	-0.0	2.8260869565217392
16230.0	1_376.0	1.86	-0.51	2.8260869565217392
16240.0	1_376.0	1.86	-1.05	2.8260869565217392
16250.0	1_376.0	1.8	-1.58	2.8260869565217392
16260.0	1_376.0	1.75	-2.11	2.8260869565217392
16270.0	1_376.0	1.77	-2.67	2.8260869565217392
16280.0	1_376.0	1.79	-3.23	2.8260869565217392
16290.0	1_376.0	1.82	-3.77	2.8260869565217392
16300.0	1_376.0	1.84	-4.33	2.8260869565217392
16310.0	1_376.0	1.87	-4.89	2.8260869565217392
16320.0	1_376.0	1.84	-5.45	2.8260869565217392
16330.0	1_376.0	1.84	-6.01	2.8260869565217392
16340.0	1_376.0	1.85	-6.6	2.8260869565217392
16350.0	1_376.0	1.87	-7.22	2.8260869565217392
16360.0	1_376.0	1.98	-7.78	2.8260869565217392
16370.0	1_376.0	2.01	-8.3	2.8260869565217392
16380.0	1_376.0	2.07	-8.88	2.8260869565217392
16160.0	1_377.0	2.43	2.89	1.9090909090909092
16170.0	1_377.0	2.43	2.4	1.9090909090909092
16180.0	1_377.0	2.45	1.94	1.9090909090909092
16190.0	1_377.0	2.54	1.43	1.9090909090909092
16200.0	1_377.0	2.52	0.91	1.9090909090909092
16210.0	1_377.0	2.49	0.4	1.9090909090909092
16220.0	1_377.0	2.48	-0.13	1.9090909090909092
16230.0	1_377.0	2.42	-0.65	1.9090909090909092
16240.0	1_377.0	2.42	-1.17	1.9090909090909092
16250.0	1_377.0	2.46	-1.72	1.9090909090909092
16260.0	1_377.0	2.45	-2.29	1.9090909090909092
16270.0	1_377.0	2.49	-2.83	1.9090909090909092
16280.0	1_377.0	2.5	-3.39	1.9090909090909092
16290.0	1_377.0	2.48	-3.92	1.9090909090909092
16300.0	1_377.0	2.53	-4.5	1.9090909090909092
16310.0	1_377.0	2.54	-5.05	1.9090909090909092
16320.0	1_377.0	2.55	-5.61	1.9090909090909092
16330.0	1_377.0	2.58	-6.22	1.9090909090909092
16340.0	1_377.0	2.57	-6.84	1.9090909090909092
16350.0	1_377.0	2.64	-7.42	1.9090909090909092
16360.0	1_377.0	2.7	-8.04	1.9090909090909092
16370.0	1_377.0	2.69	-8.67	1.9090909090909092
16170.0	1_378.0	-0.82	-2.48	1.0833333333333333
16180.0	1_378.0	-0.82	-2.48	1.0833333333333333
16190.0	1_378.0	-1.06	-2.3	1.0833333333333333
16200.0	1_378.0	-1.1	-2.19	1.0833333333333333
16210.0	1_378.0	-1.14	-1.97	1.0833333333333333
16220.0	1_378.0	-1.15	-1.8	1.0833333333333333
16230.0	1_378.0	-1.4	-1.49	1.0833333333333333
16240.0	1_378.0	-1.58	-1.34	1.0833333333333333
16250.0	1_378.0	-1.45	-1.2	1.0833333333333333
16260.0	1_378.0	-1.41	-1.01	1.0833333333333333
16270.0	1_378.0	-1.38	-0.88	1.0833333333333333
16280.0	1_378.0	-1.66	-0.52	1.0833333333333333
16290.0	1_378.0	-1.73	-0.32	1.0833333333333333
16300.0	1_378.0	-1.71	-0.12	1.0833333333333333
16310.0	1_378.0	-1.81	0.04	1.0833333333333333
16320.0	1_378.0	-1.97	0.19	1.0833333333333333
16330.0	1_378.0	-2.11	0.3	1.0833333333333333
16340.0	1_378.0	-2.22	0.45	1.0833333333333333
16350.0	1_378.0	-2.37	0.53	1.0833333333333333
16360.0	1_378.0	-2.52	0.48	1.0833333333333333
16370.0	1_378.0	-2.61	0.48	1.0833333333333333
16380.0	1_378.0	-2.63	0.52	1.0833333333333333
16390.0	1_378.0	-2.63	0.54	1.0833333333333333
16400.0	1_378.0	-2.63	0.56	1.0833333333333333
16210.0	1_379.0	3.88	-5.92	0.9
16220.0	1_379.0	3.74	-5.14	0.9
16230.0	1_379.0	3.73	-4.38	0.9
16240.0	1_379.0	3.74	-3.64	0.9
16250.0	1_379.0	3.74	-2.96	0.9
16260.0	1_379.0	3.77	-2.24	0.9
16270.0	1_379.0	3.88	-1.46	0.9
16280.0	1_379.0	4.09	-0.67	0.9
16290.0	1_379.0	4.08	0.02	0.9
16300.0	1_379.0	4.14	0.78	0.9
1000.0	1_38.0	-1.4	-7.32	0.99
1010.0	1_38.0	-1.4	-7.3	0.99
1020.0	1_38.0	-1.4	-7.28	0.99
1030.0	1_38.0	-1.4	-7.28	0.99
1040.0	1_38.0	-1.4	-7.28	0.99
1050.0	1_38.0	-1.4	-7.28	0.99
1060.0	1_38.0	-1.4	-7.28	0.99
1070.0	1_38.0	-1.4	-7.28	0.99
1080.0	1_38.0	-1.4	-7.28	0.99
1090.0	1_38.0	-1.36	-7.32	0.99
1100.0	1_38.0	-1.33	-7.38	0.99
1110.0	1_38.0	-1.31	-7.42	0.99
1120.0	1_38.0	-1.31	-7.43	0.99
1130.0	1_38.0	-1.31	-7.43	0.99
1140.0	1_38.0	-1.31	-7.43	0.99
1150.0	1_38.0	-1.31	-7.43	0.99
1160.0	1_38.0	-1.31	-7.43	0.99
1170.0	1_38.0	-1.31	-7.43	0.99
1180.0	1_38.0	-1.31	-7.43	0.99
1190.0	1_38.0	-1.31	-7.43	0.99
1200.0	1_38.0	-1.31	-7.43	0.99
1210.0	1_38.0	-1.37	-7.53	0.99
1220.0	1_38.0	-1.43	-7.56	0.99
1230.0	1_38.0	-1.32	-7.44	0.99
1240.0	1_38.0	-1.31	-7.43	0.99
1250.0	1_38.0	-1.31	-7.43	0.99
1260.0	1_38.0	-1.31	-7.43	0.99
1270.0	1_38.0	-1.32	-7.41	0.99
1280.0	1_38.0	-1.34	-7.37	0.99
1290.0	1_38.0	-1.36	-7.34	0.99
1300.0	1_38.0	-1.36	-7.3	0.99
1310.0	1_38.0	-1.36	-7.32	0.99
1320.0	1_38.0	-1.33	-7.38	0.99
1330.0	1_38.0	-1.29	-7.44	0.99
1340.0	1_38.0	-1.27	-7.47	0.99
1350.0	1_38.0	-1.27	-7.47	0.99
1360.0	1_38.0	-1.27	-7.47	0.99
1370.0	1_38.0	-1.27	-7.47	0.99
1380.0	1_38.0	-1.31	-7.58	0.99
1390.0	1_38.0	-1.29	-7.52	0.99
1400.0	1_38.0	-1.27	-7.47	0.99
1410.0	1_38.0	-1.27	-7.47	0.99
1420.0	1_38.0	-1.27	-7.47	0.99
1430.0	1_38.0	-1.27	-7.47	0.99
1440.0	1_38.0	-1.27	-7.47	0.99
1450.0	1_38.0	-1.27	-7.47	0.99
1460.0	1_38.0	-1.27	-7.47	0.99
1470.0	1_38.0	-1.27	-7.47	0.99
1480.0	1_38.0	-1.27	-7.47	0.99
1490.0	1_38.0	-1.27	-7.47	0.99
1500.0	1_38.0	-1.29	-7.47	0.99
1510.0	1_38.0	-1.38	-7.43	0.99
1520.0	1_38.0	-1.47	-7.34	0.99
1530.0	1_38.0	-1.51	-7.27	0.99
1540.0	1_38.0	-1.52	-7.27	0.99
1550.0	1_38.0	-1.52	-7.27	0.99
1560.0	1_38.0	-1.52	-7.27	0.99
1570.0	1_38.0	-1.52	-7.27	0.99
1580.0	1_38.0	-1.52	-7.27	0.99
1590.0	1_38.0	-1.52	-7.27	0.99
1600.0	1_38.0	-1.52	-7.27	0.99
1610.0	1_38.0	-1.52	-7.27	0.99
1620.0	1_38.0	-1.52	-7.27	0.99
1630.0	1_38.0	-1.52	-7.27	0.99
1640.0	1_38.0	-1.52	-7.27	0.99
1650.0	1_38.0	-1.52	-7.27	0.99
1660.0	1_38.0	-1.52	-7.27	0.99
1670.0	1_38.0	-1.52	-7.27	0.99
1680.0	1_38.0	-1.52	-7.27	0.99
1690.0	1_38.0	-1.52	-7.27	0.99
1700.0	1_38.0	-1.52	-7.27	0.99
1710.0	1_38.0	-1.52	-7.27	0.99
1720.0	1_38.0	-1.52	-7.27	0.99
1730.0	1_38.0	-1.52	-7.27	0.99
1740.0	1_38.0	-1.52	-7.27	0.99
1750.0	1_38.0	-1.52	-7.27	0.99
1760.0	1_38.0	-1.52	-7.27	0.99
1770.0	1_38.0	-1.52	-7.27	0.99
1780.0	1_38.0	-1.52	-7.27	0.99
1790.0	1_38.0	-1.52	-7.27	0.99
1800.0	1_38.0	-1.52	-7.27	0.99
1810.0	1_38.0	-1.52	-7.27	0.99
1820.0	1_38.0	-1.52	-7.27	0.99
1830.0	1_38.0	-1.52	-7.27	0.99
1840.0	1_38.0	-1.52	-7.27	0.99
1850.0	1_38.0	-1.52	-7.27	0.99
1860.0	1_38.0	-1.52	-7.27	0.99
1870.0	1_38.0	-1.52	-7.27	0.99
1880.0	1_38.0	-1.52	-7.27	0.99
1890.0	1_38.0	-1.52	-7.27	0.99
1900.0	1_38.0	-1.52	-7.27	0.99
1910.0	1_38.0	-1.52	-7.27	0.99
1920.0	1_38.0	-1.52	-7.27	0.99
1930.0	1_38.0	-1.52	-7.27	0.99
1940.0	1_38.0	-1.52	-7.27	0.99
1950.0	1_38.0	-1.52	-7.27	0.99
1960.0	1_38.0	-1.52	-7.27	0.99
1970.0	1_38.0	-1.52	-7.27	0.99
1980.0	1_38.0	-1.52	-7.27	0.99
1990.0	1_38.0	-1.52	-7.27	0.99
16250.0	1_380.0	1.82	3.63	0.9583333333333334
16260.0	1_380.0	1.9	3.12	0.9583333333333334
16270.0	1_380.0	2.01	2.57	0.9583333333333334
16280.0	1_380.0	2.09	2.01	0.9583333333333334
16290.0	1_380.0	2.17	1.46	0.9583333333333334
16300.0	1_380.0	2.24	0.9	0.9583333333333334
16310.0	1_380.0	2.27	0.34	0.9583333333333334
16320.0	1_380.0	2.31	-0.24	0.9583333333333334
16330.0	1_380.0	2.3	-0.81	0.9583333333333334
16340.0	1_380.0	2.27	-1.36	0.9583333333333334
16350.0	1_380.0	2.22	-1.94	0.9583333333333334
16360.0	1_380.0	2.17	-2.53	0.9583333333333334
16370.0	1_380.0	2.15	-3.09	0.9583333333333334
16380.0	1_380.0	2.16	-3.68	0.9583333333333334
16390.0	1_380.0	2.16	-4.28	0.9583333333333334
16400.0	1_380.0	2.21	-4.88	0.9583333333333334
16410.0	1_380.0	2.22	-5.48	0.9583333333333334
16420.0	1_380.0	2.2	-6.05	0.9583333333333334
16430.0	1_380.0	2.18	-6.65	0.9583333333333334
16440.0	1_380.0	2.18	-7.23	0.9583333333333334
16450.0	1_380.0	2.12	-7.86	0.9583333333333334
16460.0	1_380.0	2.14	-8.41	0.9583333333333334
16470.0	1_380.0	2.05	-9.18	0.9583333333333334
16480.0	1_380.0	1.98	-9.78	0.9583333333333334
16250.0	1_381.0	-2.35	-1.05	1.125
16260.0	1_381.0	-2.29	-1.08	1.125
16270.0	1_381.0	-2.28	-1.08	1.125
16280.0	1_381.0	-2.36	-1.07	1.125
16290.0	1_381.0	-2.29	-1.08	1.125
16300.0	1_381.0	-2.28	-1.08	1.125
16310.0	1_381.0	-2.28	-1.08	1.125
16320.0	1_381.0	-2.28	-1.08	1.125
16330.0	1_381.0	-2.28	-1.08	1.125
16340.0	1_381.0	-2.28	-1.08	1.125
16350.0	1_381.0	-2.28	-1.08	1.125
16360.0	1_381.0	-2.28	-1.08	1.125
16370.0	1_381.0	-2.28	-1.08	1.125
16380.0	1_381.0	-2.28	-1.08	1.125
16390.0	1_381.0	-2.28	-1.08	1.125
16400.0	1_381.0	-2.28	-1.08	1.125
16290.0	1_382.0	3.29	-10.05	1.9333333333333333
16300.0	1_382.0	3.26	-9.71	1.9333333333333333
16310.0	1_382.0	3.24	-9.32	1.9333333333333333
16320.0	1_382.0	3.31	-8.94	1.9333333333333333
16330.0	1_382.0	3.41	-8.38	1.9333333333333333
16340.0	1_382.0	3.42	-7.97	1.9333333333333333
16350.0	1_382.0	3.47	-7.52	1.9333333333333333
16360.0	1_382.0	3.48	-7.05	1.9333333333333333
16370.0	1_382.0	3.4	-6.57	1.9333333333333333
16380.0	1_382.0	3.29	-6.11	1.9333333333333333
16390.0	1_382.0	3.16	-5.63	1.9333333333333333
16400.0	1_382.0	3.04	-5.18	1.9333333333333333
16410.0	1_382.0	3.05	-4.71	1.9333333333333333
16420.0	1_382.0	3.06	-4.28	1.9333333333333333
16430.0	1_382.0	3.0	-3.8	1.9333333333333333
16440.0	1_382.0	2.98	-3.33	1.9333333333333333
16450.0	1_382.0	2.94	-2.83	1.9333333333333333
16460.0	1_382.0	2.86	-2.33	1.9333333333333333
16470.0	1_382.0	2.83	-1.85	1.9333333333333333
16480.0	1_382.0	2.8	-1.41	1.9333333333333333
16490.0	1_382.0	2.79	-0.92	1.9333333333333333
16500.0	1_382.0	2.82	-0.51	1.9333333333333333
16510.0	1_382.0	2.83	-0.1	1.9333333333333333
16520.0	1_382.0	2.79	0.36	1.9333333333333333
16530.0	1_382.0	2.79	0.77	1.9333333333333333
16540.0	1_382.0	2.78	1.22	1.9333333333333333
16550.0	1_382.0	2.73	1.68	1.9333333333333333
16560.0	1_382.0	2.78	2.09	1.9333333333333333
16570.0	1_382.0	2.81	2.51	1.9333333333333333
16580.0	1_382.0	2.76	3.04	1.9333333333333333
16290.0	1_383.0	3.84	-10.31	1.9333333333333333
16300.0	1_383.0	3.92	-9.78	1.9333333333333333
16310.0	1_383.0	3.93	-9.32	1.9333333333333333
16320.0	1_383.0	3.92	-8.92	1.9333333333333333
16330.0	1_383.0	3.93	-8.46	1.9333333333333333
16340.0	1_383.0	3.83	-8.04	1.9333333333333333
16350.0	1_383.0	3.83	-7.61	1.9333333333333333
16360.0	1_383.0	3.83	-7.16	1.9333333333333333
16370.0	1_383.0	3.84	-6.65	1.9333333333333333
16380.0	1_383.0	3.78	-6.09	1.9333333333333333
16390.0	1_383.0	3.81	-5.75	1.9333333333333333
16400.0	1_383.0	3.76	-5.26	1.9333333333333333
16410.0	1_383.0	3.76	-4.78	1.9333333333333333
16420.0	1_383.0	3.71	-4.27	1.9333333333333333
16430.0	1_383.0	3.7	-3.75	1.9333333333333333
16440.0	1_383.0	3.69	-3.22	1.9333333333333333
16450.0	1_383.0	3.68	-2.73	1.9333333333333333
16460.0	1_383.0	3.46	-2.26	1.9333333333333333
16470.0	1_383.0	3.64	-1.77	1.9333333333333333
16480.0	1_383.0	3.43	-1.28	1.9333333333333333
16490.0	1_383.0	3.36	-0.84	1.9333333333333333
16500.0	1_383.0	3.36	-0.38	1.9333333333333333
16510.0	1_383.0	3.35	0.06	1.9333333333333333
16520.0	1_383.0	3.3	0.51	1.9333333333333333
16530.0	1_383.0	3.34	0.97	1.9333333333333333
16540.0	1_383.0	3.33	1.41	1.9333333333333333
16550.0	1_383.0	3.4	1.86	1.9333333333333333
16560.0	1_383.0	3.44	2.3	1.9333333333333333
16570.0	1_383.0	3.44	2.72	1.9333333333333333
16580.0	1_383.0	3.44	3.16	1.9333333333333333
16340.0	1_384.0	1.56	3.74	0.9444444444444444
16350.0	1_384.0	1.62	3.03	0.9444444444444444
16360.0	1_384.0	1.64	2.35	0.9444444444444444
16370.0	1_384.0	1.76	1.5	0.9444444444444444
16380.0	1_384.0	1.71	0.74	0.9444444444444444
16390.0	1_384.0	1.79	-0.02	0.9444444444444444
16400.0	1_384.0	1.77	-0.76	0.9444444444444444
16410.0	1_384.0	1.67	-1.54	0.9444444444444444
16420.0	1_384.0	1.66	-2.31	0.9444444444444444
16430.0	1_384.0	1.62	-3.12	0.9444444444444444
16440.0	1_384.0	1.67	-3.96	0.9444444444444444
16450.0	1_384.0	1.67	-4.89	0.9444444444444444
16460.0	1_384.0	1.67	-5.71	0.9444444444444444
16470.0	1_384.0	1.72	-6.48	0.9444444444444444
16480.0	1_384.0	1.68	-7.31	0.9444444444444444
16490.0	1_384.0	1.66	-8.13	0.9444444444444444
16500.0	1_384.0	1.58	-8.88	0.9444444444444444
16510.0	1_384.0	1.54	-9.65	0.9444444444444444
16380.0	1_385.0	0.87	4.04	0.9523809523809523
16390.0	1_385.0	1.1	3.36	0.9523809523809523
16400.0	1_385.0	1.19	2.74	0.9523809523809523
16410.0	1_385.0	1.25	2.13	0.9523809523809523
16420.0	1_385.0	1.23	1.59	0.9523809523809523
16430.0	1_385.0	1.26	0.98	0.9523809523809523
16440.0	1_385.0	1.28	0.36	0.9523809523809523
16450.0	1_385.0	1.34	-0.32	0.9523809523809523
16460.0	1_385.0	1.43	-0.98	0.9523809523809523
16470.0	1_385.0	1.5	-1.63	0.9523809523809523
16480.0	1_385.0	1.56	-2.29	0.9523809523809523
16490.0	1_385.0	1.62	-2.98	0.9523809523809523
16500.0	1_385.0	1.53	-3.74	0.9523809523809523
16510.0	1_385.0	1.52	-4.42	0.9523809523809523
16520.0	1_385.0	1.52	-5.14	0.9523809523809523
16530.0	1_385.0	1.47	-5.88	0.9523809523809523
16540.0	1_385.0	1.51	-6.6	0.9523809523809523
16550.0	1_385.0	1.51	-7.27	0.9523809523809523
16560.0	1_385.0	1.53	-7.95	0.9523809523809523
16570.0	1_385.0	1.58	-8.66	0.9523809523809523
16580.0	1_385.0	1.55	-9.42	0.9523809523809523
16410.0	1_386.0	3.44	2.78	0.9666666666666667
16420.0	1_386.0	3.21	2.76	0.9666666666666667
16430.0	1_386.0	3.0	2.74	0.9666666666666667
16440.0	1_386.0	2.89	2.74	0.9666666666666667
16450.0	1_386.0	2.73	2.82	0.9666666666666667
16460.0	1_386.0	2.56	2.96	0.9666666666666667
16470.0	1_386.0	2.46	3.04	0.9666666666666667
16480.0	1_386.0	2.27	3.05	0.9666666666666667
16490.0	1_386.0	2.09	3.04	0.9666666666666667
16500.0	1_386.0	1.97	3.02	0.9666666666666667
16510.0	1_386.0	1.83	3.04	0.9666666666666667
16520.0	1_386.0	1.62	3.14	0.9666666666666667
16530.0	1_386.0	1.5	3.18	0.9666666666666667
16540.0	1_386.0	1.45	3.17	0.9666666666666667
16550.0	1_386.0	1.43	3.16	0.9666666666666667
16560.0	1_386.0	1.43	3.16	0.9666666666666667
16570.0	1_386.0	1.43	3.16	0.9666666666666667
16580.0	1_386.0	1.43	3.16	0.9666666666666667
16590.0	1_386.0	1.43	3.16	0.9666666666666667
16600.0	1_386.0	1.43	3.16	0.9666666666666667
16610.0	1_386.0	1.43	3.16	0.9666666666666667
16620.0	1_386.0	1.43	3.16	0.9666666666666667
16630.0	1_386.0	1.43	3.16	0.9666666666666667
16640.0	1_386.0	1.43	3.16	0.9666666666666667
16650.0	1_386.0	1.43	3.16	0.9666666666666667
16660.0	1_386.0	1.43	3.16	0.9666666666666667
16670.0	1_386.0	1.43	3.16	0.9666666666666667
16680.0	1_386.0	1.43	3.14	0.9666666666666667
16690.0	1_386.0	1.31	3.12	0.9666666666666667
16700.0	1_386.0	1.28	3.1	0.9666666666666667
16440.0	1_387.0	0.77	-9.65	0.9473684210526315
16450.0	1_387.0	0.78	-8.88	0.9473684210526315
16460.0	1_387.0	0.68	-8.09	0.9473684210526315
16470.0	1_387.0	0.69	-7.3	0.9473684210526315
16480.0	1_387.0	0.65	-6.58	0.9473684210526315
16490.0	1_387.0	0.58	-5.83	0.9473684210526315
16500.0	1_387.0	0.64	-5.07	0.9473684210526315
16510.0	1_387.0	0.66	-4.3	0.9473684210526315
16520.0	1_387.0	0.73	-3.54	0.9473684210526315
16530.0	1_387.0	0.77	-2.82	0.9473684210526315
16540.0	1_387.0	0.85	-2.03	0.9473684210526315
16550.0	1_387.0	0.9	-1.23	0.9473684210526315
16560.0	1_387.0	1.01	-0.55	0.9473684210526315
16570.0	1_387.0	1.01	0.2	0.9473684210526315
16580.0	1_387.0	0.94	0.95	0.9473684210526315
16590.0	1_387.0	0.87	1.67	0.9473684210526315
16600.0	1_387.0	0.81	2.29	0.9473684210526315
16610.0	1_387.0	0.76	3.06	0.9473684210526315
16620.0	1_387.0	0.63	3.68	0.9473684210526315
16480.0	1_388.0	3.45	-9.94	1.9047619047619047
16490.0	1_388.0	3.34	-9.38	1.9047619047619047
16500.0	1_388.0	3.31	-8.72	1.9047619047619047
16510.0	1_388.0	3.16	-8.13	1.9047619047619047
16520.0	1_388.0	3.14	-7.5	1.9047619047619047
16530.0	1_388.0	3.05	-6.9	1.9047619047619047
16540.0	1_388.0	2.94	-6.31	1.9047619047619047
16550.0	1_388.0	2.88	-5.71	1.9047619047619047
16560.0	1_388.0	2.77	-5.13	1.9047619047619047
16570.0	1_388.0	2.69	-4.57	1.9047619047619047
16580.0	1_388.0	2.66	-3.99	1.9047619047619047
16590.0	1_388.0	2.61	-3.39	1.9047619047619047
16600.0	1_388.0	2.6	-2.77	1.9047619047619047
16610.0	1_388.0	2.62	-2.21	1.9047619047619047
16620.0	1_388.0	2.61	-1.64	1.9047619047619047
16630.0	1_388.0	2.66	-1.07	1.9047619047619047
16640.0	1_388.0	2.65	-0.45	1.9047619047619047
16650.0	1_388.0	2.65	0.15	1.9047619047619047
16660.0	1_388.0	2.66	0.68	1.9047619047619047
16670.0	1_388.0	2.68	1.12	1.9047619047619047
16680.0	1_388.0	2.62	1.78	1.9047619047619047
16480.0	1_389.0	4.0	-10.12	1.9047619047619047
16490.0	1_389.0	4.02	-9.59	1.9047619047619047
16500.0	1_389.0	3.98	-8.99	1.9047619047619047
16510.0	1_389.0	3.81	-8.3	1.9047619047619047
16520.0	1_389.0	3.8	-7.73	1.9047619047619047
16530.0	1_389.0	3.8	-7.11	1.9047619047619047
16540.0	1_389.0	3.69	-6.51	1.9047619047619047
